id_natureza,codigo,glossario,nome,tipo_natureza,,
1350,Art. 354 da LEI DE CRIMES ELEITORAIS,"Obter, para uso próprio ou de outrem, documento público ou particular, material ou ideologicamente falso para fins eleitorais","Obter, para uso próprio ou de outrem, documento público ou particular, material ou ideologicamente falso para fins eleitorais",Tipica,,
694,"Art. 3°, alínea ""b"" da LEI 4.898/1965",Constitui abuso de autoridade qualquer atentado à inviolabilidade do domicílio,false,Ativo,,
695,"Art. 3°, alínea ""c"" da LEI 4.898/1965",Constitui abuso de autoridade qualquer atentado ao sigilo da correspondência,false,Ativo,,
696,"Art. 3°, alínea ""d"" da LEI 4.898/1965",Constitui abuso de autoridade qualquer atentado à liberdade de consciência e de crença,false,Ativo,,
1133,,,Suicídio - Tentativa,Atipica,,
697,"Art. 3°, alínea ""e"" da LEI 4.898/1965",Constitui abuso de autoridade qualquer atentado ao livre exercício do culto religioso,false,Ativo,,
698,"Art. 3°, alínea ""f"" da LEI 4.898/1965",Constitui abuso de autoridade qualquer atentado à liberdade de associação,false,Ativo,,
1112,,,Outros tipos de desaparecimento,Atipica,,
1511,,,Escoltas - Preso/ detento /autor,Atipica,,
699,"Art. 3°, alínea ""g"" da LEI 4.898/1965",Constitui abuso de autoridade qualquer atentado aos direitos e garantias legais assegurados ao exercício do voto,false,Ativo,,
700,"Art. 3°, alínea ""h"" da LEI 4.898/1965",Constitui abuso de autoridade qualquer atentado ao direito de reunião,false,Ativo,,
701,"Art. 3°, alínea ""i"" da LEI 4.898/1965",Constitui abuso de autoridade qualquer atentado à incolumidade física do indivíduo,false,Ativo,,
702,"Art. 3°, alínea ""j"" da LEI 4.898/1965",Constitui abuso de autoridade qualquer atentado aos direitos e garantias legais assegurados ao exercício profissional.,aos direitos e garantias legais assegurados ao exercício profissional.,Tipica,,
703,Art. 4° - Caput - da LEI 4.898/1965,Constitui também abuso de autoridade:,"Abuso de Autoridade, também:",Tipica,,
704,"Art. 4°, alínea ""a"" da LEI 4.898/1965","Constitui também abuso de autoridade ordenar ou executar medida privativa da liberdade individual, sem as formalidades legais ou com abuso de poder;","ordenar medida privativa da liberdade individual, sem as formalidades legais",Tipica,,
705,"Art. 4°, alínea ""b"" da LEI 4.898/1965",Constitui também abuso de autoridade submeter pessoa sob sua guarda ou custódia a vexame ou a constrangimento não autorizado em lei,false,true,,
706,"Art. 4°, alínea ""c"" da LEI 4.898/1965","Constitui também abuso de autoridade deixar de comunicar, imediatamente, ao juiz competente a prisão ou detenção de qualquer pessoa;",deixar de comunicar ao juiz competente a prisão de qualquer pessoa,true,,
707,"Art. 4°, alínea ""d"" da LEI 4.898/1965",Constitui também abuso de autoridade deixar o Juiz de ordenar o relaxamento de prisão ou detenção ilegal que lhe seja comunicada,false,Ativo,,
708,"Art. 4°, alínea ""e"" da LEI 4.898/1965","Constitui também abuso de autoridade levar à prisão e nela deter quem quer que se proponha a prestar fiança, permitida em lei;",levar à prisão e nela deter quem quer que se proponha a prestar fiança,Tipica,,
709,"Art. 4°, alínea ""f"" da LEI 4.898/1965","Constitui também abuso de autoridade cobrar o carcereiro ou agente de autoridade policial carceragem, custas, emolumentos ou qualquer outra despesa, desde que a cobrança não tenha apoio em lei, quer quanto à espécie quer quanto ao seu valor;",cobrança ilegal de custas ou qualquer outra despesa,Tipica,,
710,"Art. 4°, alínea ""g"" da LEI 4.898/1965","Constitui também abuso de autoridade recusar o carcereiro ou agente de autoridade policial recibo de importância recebida a título de carceragem, custas, emolumentos ou de qualquer outra despesa;","recusar a dar recibo de importância recebida ilegalmente a título de carceragem, custas, emolumentos ou de qualquer outra despesa;",Tipica,,
711,"Art. 4°, alínea ""h"" da LEI 4.898/1965","Constitui também abuso de autoridade o ato lesivo da honra ou do patrimônio de pessoa natural ou jurídica, quando praticado com abuso ou desvio de poder ou sem competência legal;","ato lesivo da honra de pessoa natural ou jurídica, sem competência legal",Tipica,,
712,"Art. 4°, alínea ""i"" da LEI 4.898/1965","Constitui também abuso de autoridade prolongar a execução de prisão temporária, de pena ou de medida de segurança, deixando de expedir em tempo oportuno ou de cumprir imediatamente ordem de liberdade","prolongar a execução de prisão temporária, sem cumprir de imediato ordem de liberdade",Tipica,,
1351,Art. 19 - Caput - da LEI 4.947/1966,"Utilizar, como prova de propriedade ou de direitos a ela relativos, documento expedido pelo IBRA para fins cadastrais ou tributários, em prejuízo de outrem ou em proveito próprio ou alheio","Utilizar, como prova de propriedade ou de direitos a ela relativos, documento expedido pelo IBRA para fins cadastrais ou tributários, em prejuízo de outrem ou em proveito próprio ou alheio",Tipica,,
713,Art. 19 da LEI 4.947/1966,"Utilizar, como prova de propriedade ou de direitos a ela relativos, documento expedido pelo IBRA para fins cadastrais ou tributários, em prejuízo de outrem ou em proveito próprio ou alheio:",Utilização ilegal de documento expedido pelo IBRA,Tipica,,
714,Art. 19 Parágrafo único da LEI 4.947/1966,"Se o agente é funcionário público e comete o crime prevalecendo-se do cargo, aumenta-se a pena de sexta parte.","Agente servidor público, comete crime prevalecendo-se do cargo - Aumento de pena",Tipica,,
1578,,,Vazamento - Outros,Atipica,,
715,Art. 20 - Caput - da LEI 4.947/1966,"Invadir, com intenção de ocupá-las, terras da União, dos Estados e dos Municípios:","Invasão de terras da União, dos Estados e dos Municípios",Tipica,,
716,Art. 20 Parágrafo único da LEI 4.947/1966,"Na mesma pena incorre quem, com idêntico propósito, invadir terras de órgãos ou entidades federais, estaduais ou municipais, destinadas à Reforma Agrária.","Invasão de terras de órgãos ou entidades federais, estaduais ou municipais destinadas à Reforma Agrária",Tipica,,
717,Art. 13 da LEI 5.250/1967 REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA,REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Constituem crimes na exploração ou utilização dos meios de informação e divulgação os previstos nos artigos seguintes.,REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Crimes de exploração dos meios de informação,Tipica,,
718,Art. 14 da LEI 5.250/1967 REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA,"REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA  Fazer propaganda de guerra, de processos para subversão da ordem política e social ou de preconceitos de raça ou classe:","REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Propaganda de guerra, processos de subversão da ordem política e social ou de preconceitos de raça",Tipica,,
1603,Art. 41 da LEI DOS CRIMES CONTRA O MEIO AMBIENTE,Provocar incêndio em mata ou floresta:,Provocar incêndio em floresta - modalidade culposa,Tipica,,
742,"Art. 50, Inc. I da LEI 6.766/1979","Constitui crime contra a Administração Pública. I - dar início, de qualquer modo, ou efetuar loteamento ou desmembramento do solo para fins urbanos, sem autorização do órgão público competente, ou em desacordo com as disposições desta Lei ou das normas pertinentes do Distrito Federal, Estados e Municípios",Loteamento sem autorização,Tipica,,
719,Art. 15 da LEI 5.250/1967 REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA,"REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Publicar ou divulgar: a) segredo de Estado, notícia ou informação relativa à preparação da defesa interna ou externa do País, desde que o sigilo seja justificado como necessário, mediante norma ou recomendação prévia determinando segredo confidência ou reserva; b) notícia ou informação sigilosa, de interesse da segurança nacional, desde que exista, igualmente, norma ou recomendação prévia determinando segredo, confidência ou reserva.",REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Publicação de segredo de Estado,Tipica,,
720,Art. 16 da LEI 5.250/1967 REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA,"REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Publicar ou divulgar notícias falsas ou fatos verdadeiros truncados ou deturpados, que provoquem: I - perturbação da ordem pública ou alarma social; II - desconfiança no sistema bancário ou abalo de crédito de instituição financeira ou de qualquer empresa, pessoa física ou jurídica; III - prejuízo ao crédito da União, do Estado, do Distrito Federal ou do Município; IV - sensível perturbação na cotação das mercadorias e dos títulos imobiliários no mercado financeiro.",REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Publicação falsa que provoque perturbação ordem pública,Tipica,,
721,Art. 17 da LEI 5.250/1967 REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA,REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Ofender a moral pública e os bons costumes:,REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Ofender a moral pública e os bons costumes,Tipica,,
722,Art. 17 Parágrafo único da LEI 5.250/1967 REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA,"REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Divulgar, por qualquer meio e de forma a atingir seus objetivos, anúncio, aviso ou resultado de loteria não autorizada, bem como de jogo proibido, salvo quando a divulgação tiver por objetivo inequívoco comprovar ou criticar a falta de repressão por parte das autoridades responsáveis:",REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Divulgar anúncio ou resultado de loteria não autorizada,Tipica,,
723,Art. 18 da LEI 5.250/1967 REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA,"REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Obter ou procurar obter, para si ou para outrem, favor, dinheiro ou outra vantagem para não fazer ou impedir que se faça publicação, transmissão ou distribuição de notícias:","REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Obter favor, dinheiro ou outra vantagem para não fazer publicação ou distribuição de notícias",Tipica,,
724,"Art. 18, § 1° da LEI 5.250/1967 REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA","REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA  Se a notícia cuja publicação, transmissão ou distribuição se prometeu não fazer ou impedir que se faça, mesmo que expressada por desenho, figura, programa ou outras formas capazes de produzir resultados, for desabonadora da honra e da conduta de alguém:","REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Promessa de não fazer publicação de qualquer forma, desabonadora da honra e da conduta de alguém",Tipica,,
725,"Art. 18, § 2° da LEI 5.250/1967 REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA","REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Fazer ou obter que se faça, mediante paga ou recompensa, publicação ou transmissão que importe em crime previsto na lei:","REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Fazer mediante paga ou recompensa, publicação que importe em crime previsto na lei",Tipica,,
726,Art. 19 - Caput - da LEI 5.250/1967 REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA,REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Incitar à prática de qualquer infração às leis penais:,REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Incitar à prática de qualquer infração às leis penais,Tipica,,
727,"Art. 19, § 1° da LEI 5.250/1967 REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA","REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Se a incitação for seguida da prática do crime, as penas serão as mesmas cominadas a este.",REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Incitação seguida da prática do crime,Tipica,,
728,"Art. 19, § 2° da LEI 5.250/1967 REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA",REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Fazer apologia de fato criminoso ou de autor de crime:,REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Fazer apologia de fato criminoso ou de autor de crime:,Tipica,,
1516,,,Fiscalização e Policiamento - Policiamento em eventos ou escolas,Atipica,,
729,Art. 20 - Caput - da LEI 5.250/1967 REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA,"REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Caluniar alguém, imputando-lhe falsamente fato definido como crime:","REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Caluniar alguém, imputando-lhe falsamente fato definido como crime:",Tipica,,
730,"Art. 20, § 1° da LEI 5.250/1967 REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA","REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Na mesma pena incorre quem, sabendo falsa a imputação, reproduz a publicação ou transmissão caluniosa.","REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Concurso de agentes - sabendo falsa a imputação, reproduz publicação caluniosa.",Tipica,,
731,Art. 21 da LEI 5.250/1967 REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA,"REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Difamar alguém, imputando-lhe fato ofensivo à sua reputação:","REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA  Difamar alguém, imputando-lhe fato ofensivo à sua reputação",Tipica,,
732,Art. 22 da LEI 5.250/1967 REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA,"REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Injuriar alguém, ofendendo-lhe a dignidade ou decoro:","REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Injuriar alguém, ofendendo-lhe a dignidade ou decoro",Tipica,,
1460,"Art. 17, Inc. II, da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL","Incorre na mesma pena quem de forma disfarçada, promover a distribuição ou receber lucros de instituição financeira","Incorre na mesma pena quem de forma disfarçada, promover a distribuição ou receber lucros de instituição financeira",Tipica,,
1274,"Art. 50 Parágrafo único, Inc. II da LEI 6.766/1979","O crime definido neste artigo é qualificado, se cometido: II - com inexistência de título legítimo de propriedade do imóvel loteado ou desmembrado, ressalvado o disposto no art. 18, §§ 4o e 5o, desta Lei, ou com omissão fraudulenta de fato a ele relativo, se o fato não constituir crime mais grave",Loteamento sem autorização - Qualificado pela venda de lote,Tipica,,
733,Art. 23 da LEI 5.250/1967 REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA,"REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA As penas cominadas dos arts. 20 a 22 aumentam-se de um terço, se qualquer dos crimes é cometido: I - contra o Presidente da República, Presidente do Senado, Presidente da Câmara dos Deputados, Ministro do Supremo Tribunal Federal, Chefe de Estado ou Governo estrangeiro, ou seus representantes diplomáticos; II - contra funcionário público, em razão de suas funções; III - contra órgão ou autoridade que exerça função de autoridade pública.","REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Aumento de Pena: contra o Presidente da República, do Senado, Câmara dos Deputados, Ministro do STF, Chefes de Estado estrangeiro e servidor público",Tipica,,
734,Art. 24 da LEI 5.250/1967 REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA,"REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA São puníveis, nos termos dos arts. 20 a 22, a calúnia, difamação e injúria contra a memória dos mortos.","REVOGADA TACITAMENTE POR DECISÃO DO STF NÃO PUBLICADA Pune-se a calúnia, difamação e injúria contra a memória dos mortos",Tipica,,
735,Art. 1° da LEI 5.553/1968,"A nenhuma pessoa física, bem como a nenhuma pessoa jurídica, de direito público ou de direito privado, é lícito reter qualquer documento de identificação pessoal, ainda que apresentado por fotocópia autenticada ou pública-forma, inclusive comprovante de quitação com o serviço militar, título de eleitor, carteira profissional, certidão de registro de nascimento, certidão de casamento, comprovante de naturalização e carteira de identidade de estrangeiro.",Retenção de documento,Tipica,,
1266,Art. 2° da LEI 5.553/1968,"Quando, para a realização de determinado ato, for exigida a apresentação de documento de identificação, a pessoa que fizer a exigência fará extrair, no prazo de até 5 (cinco) dias, os dados que interessarem devolvendo em seguida o documento ao seu exibidor. § 1º - Além do prazo previsto neste artigo, somente por ordem judicial poderá ser retirado qualquer documento de identificação pessoal.  § 2º - Quando o documento de identidade for indispensável para a entrada de pessoa em órgãos públicos ou particulares, serão Quando, para a realização de determinado ato, for exigida a apresentação de documento de identificação, a pessoa que fizer a exigência fará extrair, no prazo de até 5 (cinco) dias, os dados que interessarem devolvendo em seguida o documento ao seu exibidor.",Prazo de Retenção,Tipica,,
736,"Art. 2°, § 1° da LEI 5.553/1968","Quando, para a realização de determinado ato, for exigida a apresentação de documento de identificação, a pessoa que fizer a exigência fará extrair, no prazo de até 5 (cinco) dias, os dados que interessarem devolvendo em seguida o documento ao seu exibidor. § 1º - Além do prazo previsto neste artigo, somente por ordem judicial poderá ser retirado qualquer documento de identificação pessoal.  § 2º - Quando o documento de identidade for indispensável para a entrada de pessoa em órgãos públicos ou particulares, serão seus dados anotados no ato e devolvido o documento imediatamente ao interessado.",Prazo de Retenção,Tipica,,
737,Art. 3° - Caput - da LEI 5.553/1968,"Constitui contravenção penal, punível com pena de prisão simples de 1 (um) a 3 (três) meses ou multa de NCR$ 0,50 (cinquenta centavos) a NCR$ 3,00 (três cruzeiros novos), a retenção de qualquer documento a que se refere esta Lei.",Retenção de documento,Tipica,,
1267,Art. 3° Parágrafo único da LEI 5.553/1968,"Constitui contravenção penal, punível com pena de prisão simples de 1 (um) a 3 (três) meses ou multa de NCR$ 0,50 (cinqüenta centavos) a NCR$ 3,00 (três cruzeiros novos), a retenção de qualquer documento a que se refere esta Lei.  Parágrafo Único. Quando a infração for praticada por preposto ou agente de pessoa jurídica, considerar-se-á responsável quem houver ordenado o ato que ensejou a retenção, a menos que haja , pelo executante, desobediência ou inobservância de ordens ou instruções expressas, quando, então, será este o infrator.",Retenção de documento - preposto ou agente de pessoa jurídica,Tipica,,
738,Art. 9° da LEI 5.741/1971,"Constitui crime de ação pública, punido com a pena de detenção de 6 (seis) meses a 2 (dois) anos e multa de cinco a vinte salários mínimos, invadir alguém, ou ocupar, com o fim de esbulho possessório, terreno ou unidade residencial, construída ou em construção, objeto de financiamento do Sistema Financeiro da Habitação.",Invasão de terreno construído  objeto de financiamento do Sistema Financeiro de Habitação.,Tipica,,
1517,,,Fiscalização e Policiamento - Outras,Atipica,,
739,"Art. 11, Inc. I da LEI 6.091/1974","Constitui crime eleitoral: I - descumprir, o responsável por órgão, repartição ou unidade do serviço público, o dever imposto no art. 3º, ou prestar, informação inexata que vise a elidir, total ou parcialmente, a contribuição de que ele trata:","Constitui crime eleitoral: I - descumprir, o responsável por órgão, repartição ou unidade do serviço público, o dever imposto no art. 3º, ou prestar, informação inexata que vise a elidir, total ou parcialmente, a contribuição de que ele trata:",Tipica,,
740,"Art. 11, Inc. III da LEI 6.091/1974","Descumprir a proibição dos artigos 5º, 8º e 10º;","Descumprir a proibição dos artigos 5º, 8º e 10º;",Tipica,,
741,"Art. 11, Inc. IV da LEI 6.091/1974","Obstar, por qualquer forma, a prestação dos serviços previstos nos arts. 4º e 8º desta Lei, atribuídos à Justiça Eleitoral:","Obstar, por qualquer forma, a prestação dos serviços previstos nos arts. 4º e 8º desta Lei, atribuídos à Justiça Eleitoral:",Tipica,,
1377,"Art. 11, Inc. V da LEI 6.091/1974","Utilizar em campanha eleitoral, no decurso dos 90 (noventa) dias que antecedem o pleito, veículos e embarcações pertencentes à União, Estados, Territórios, Municípios e respectivas autarquias e sociedades de economia mista","Utilizar em campanha eleitoral, no decurso dos 90 (noventa) dias que antecedem o pleito, veículos e embarcações pertencentes à União, Estados, Territórios, Municípios e respectivas autarquias e sociedades de economia mista",Tipica,,
743,"Art. 50 Parágrafo único, Inc. I da LEI 6.766/1979","O crime definido neste artigo é qualificado, se cometido. I - por meio de venda, promessa de venda, reserva de lote ou quaisquer outros instrumentos que manifestem a intenção de vender lote em loteamento ou desmembramento não registrado no Registro de Imóveis competente",Loteamento sem autorização - Qualificado pela venda de lote,Tipica,,
1273,"Art. 50 Parágrafo único, Inc. II da LEI 6.766/1979","O crime definido neste artigo é qualificado, se cometido. II - com inexistência de título legítimo de propriedade do imóvel loteado ou desmembrado, ressalvado o disposto no art. 18, §§ 4o e 5o, desta Lei, ou com omissão fraudulenta de fato a ele relativo, se o fato não constituir crime mais grave.",Loteamento sem autorização - Qualificado pela venda de lote,Tipica,,
1275,"Art. 50, Inc. II da LEI 6.766/1979","Constitui crime contra a Administração Pública. II - dar início, de qualquer modo, ou efetuar loteamento ou desmembramento do solo para fins urbanos sem observância das determinações constantes do ato administrativo de licença",Loteamento sem autorização,Tipica,,
1276,"Art. 50, Inc. III da LEI 6.766/1979","Constitui crime contra a Administração Pública. III - fazer ou veicular em proposta, contrato, prospecto ou comunicação ao público ou a interessados, afirmação falsa sobre a legalidade de loteamento ou desmembramento do solo para fins urbanos, ou ocultar fraudulentamente fato a ele relativo",Loteamento sem autorização,Tipica,,
1277,Art. 51 da LEI 6.766/1979,"Quem, de qualquer modo, concorra para a prática dos crimes previstos no artigo anterior desta Lei incide nas penas a estes cominadas, considerados em especial os atos praticados na qualidade de mandatário de loteador, diretor ou gerente de sociedade","Concurso de agentes - atos praticados na qualidade de mandatário de loteador, diretor ou gerente de sociedade registrado.",Tipica,,
1278,Art. 51 da LEI 6.766/1979,"Registrar loteamento ou desmembramento não aprovado pelos órgãos competentes, registrar o compromisso de compra e venda, a cessão ou promessa de cessão de direitos, ou efetuar registro de contrato de venda de loteamento ou desmembramento não  registrado.",Loteamento sem autorização - Registro em cartório de imóveis,Tipica,,
744,Art. 52 da LEI 6.766/1979,"Registrar loteamento ou desmembramento não aprovado pelos órgãos competentes, registrar o compromisso de compra e venda, a cessão ou promessa de cessão de direitos, ou efetuar registro de contrato de venda de loteamento ou desmembramento não  registrado.",Loteamento sem autorização - Registro em cartório de imóveis,Tipica,,
747,Art. 10 - Caput - da LEI DE AÇÃO CIVIL PÚBLICA,"Constitui crime, punido com pena de reclusão de 1 (um) a 3 (três) anos, mais multa de 10 (dez) a 1.000 (mil) Obrigações Reajustáveis do Tesouro Nacional - ORTN, a recusa, o retardamento ou a omissão de dados técnicos indispensáveis à propositura da ação civil, quando requisitados pelo Ministério Público.",Retardamento ou a omissão de dados técnicos indispensáveis à propositura da ação civil,Tipica,,
757,Art. 10 da LEI DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,"Fazer inserir elemento falso ou omitir elemento exigido pela legislação, em demonstrativos contábeis de instituição financeira, seguradora ou instituição integrante do sistema de distribuição de títulos de valores mobiliários:","Fazer inserir elemento falso ou omitir elemento exigido pela legislação,",Tipica,,
758,Art. 11 da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,Manter ou movimentar recurso ou valor paralelamente à contabilidade exigida pela legislação:,Manter ou movimentar recurso ou valor paralelamente à contabilidade exigida pela legislação:,Tipica,,
759,Art. 12 da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,"Deixar, o ex-administrador de instituição financeira, de apresentar, ao interventor, liquidante, ou síndico, nos prazos e condições estabelecidas em lei as informações, declarações ou documentos de sua responsabilidade:","Deixar, o ex-administrador de instituição financeira, de apresentar, as informações, declarações ou documentos de sua responsabilidade:",Tipica,,
760,Art. 13 da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,"Desviar bem alcançado pela indisponibilidade legal resultante de intervenção, liquidação extrajudicial ou falência de instituição financeira.",Desviar bem alcançado pela indisponibilidade legal resultante de intervenção de instituição financeira.,Tipica,,
761,Art. 14 da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,"Apresentar, em liquidação extrajudicial, ou em falência de instituição financeira, declaração de crédito ou reclamação falsa, ou juntar a elas título falso ou simulado:","Apresentar, em liquidação extrajudicial, declaração de crédito ou reclamação falsa",Tipica,,
914,"Art. 1°, § 3°, segunda parte da LEI DOS CRIMES DE TORTURA","Se resulta lesão corporal de natureza grave ou gravíssima, a pena é de reclusão de quatro a dez anos; se resulta morte, a reclusão é de oito a dezesseis anos.",Tortura - resultado morte,Tipica,,
762,Art. 15 da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,"Manifestar-se falsamente o interventor, o liquidante ou o síndico, à respeito de assunto relativo a intervenção, liquidação extrajudicial ou falência de instituição financeira:","Manifestar-se falsamente o interventor, à respeito de assunto relativo a intervenção de instituição financeira:",Tipica,,
763,Art. 16 da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,"Fazer operar, sem a devida autorização, ou com autorização obtida mediante declaração falsa, instituição financeira, inclusive de distribuição de valores mobiliários ou de câmbio:","Fazer operar, sem a devida autorização  instituição financeira, inclusive de distribuição de valores mobiliários ou de câmbio:",Tipica,,
764,Art. 17 - Caput - da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,"Tomar ou receber, qualquer das pessoas mencionadas no art. 25 desta lei, direta ou indiretamente, empréstimo ou adiantamento, ou deferi-lo a controlador, a administrador, a membro de conselho estatutário, aos respectivos cônjuges, aos ascendentes ou descendentes, a parentes na linha colateral até o 2º grau, consanguíneos ou afins, ou a sociedade cujo controle seja por ela exercido, direta ou indiretamente, ou por qualquer dessas pessoas","Tomar ou receber, direta ou indiretamente, empréstimo ou adiantamento a terceiros",Tipica,,
1459,"Art. 17, Inc. I, da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL","Incorre na mesma pena quem em nome próprio, como controlador ou na condição de administrador da sociedade, conceder ou receber adiantamento de honorários, remuneração, salário ou qualquer outro pagamento, nas condições referidas neste artigo","Incorre na mesma pena quem em nome próprio, como controlador ou na condição de administrador da sociedade, conceder ou receber adiantamento de honorários, remuneração, salário ou qualquer outro pagamento, nas condições referidas neste artigo",Tipica,,
765,Art. 18 da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,"Violar sigilo de operação ou de serviço prestado por instituição financeira ou integrante do sistema de distribuição de títulos mobiliários de que tenha conhecimento, em razão de ofício:","Violar sigilo de operação financeira, em razão de ofício:",Tipica,,
766,Art. 19 da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,"Obter, mediante fraude, financiamento em instituição financeira:","Obter, mediante fraude, financiamento em instituição financeira:",Tipica,,
783,Art. 14 da LEI 7.716/1989,"Impedir ou obstar, por qualquer meio ou forma, o casamento ou convivência familiar e social.",Impedir ou obstar o casamento ou convivência familiar e social.,Tipica,,
1512,,,Escoltas - Outras,Atipica,,
748,Art. 2° da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,"Imprimir, reproduzir ou, de qualquer modo, fabricar ou pôr em circulação, sem autorização escrita da sociedade emissora, certificado, cautela ou outro documento representativo de título ou valor mobiliário:","Emitir sem autorização escrita da sociedade emissora, certificado, cautela ou outro documento representativo de título ou valor mobiliário:",Tipica,,
767,Art. 20 da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,"Aplicar, em finalidade diversa da prevista em lei ou contrato, recursos provenientes de financiamento concedido por instituição financeira oficial ou por instituição credenciada para repassá-lo:","Aplicar, em finalidade diversa da prevista em lei ou contrato, recursos provenientes de financiamento",Tipica,,
768,Art. 21 da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,"Atribuir-se, ou atribuir a terceiro, falsa identidade, para realização de operação de câmbio:","Atribuir-se, ou atribuir a terceiro, falsa identidade, para realização de operação de câmbio:",Tipica,,
769,Art. 22 da DOS CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL,"Efetuar operação de câmbio não autorizada, com o fim de promover evasão de divisas do País:","Efetuar operação de câmbio não autorizada, com o fim de promover evasão de divisas do País:",Tipica,,
